"","Nb","Name","Label","Type","CX..pix.","CY..pix.","CZ..pix.","CX..unit.","CY..unit.","CZ..unit.","Xmin..pix.","Ymin..pix.","Zmin..pix.","Xmax..pix.","Ymax..pix.","Zmax..pix.","VolBounding..pix.","RatioVolbox","Vol..unit.","Vol..pix.","Surf..unit.","Surf..pix.","SurfCorr..pix.","Comp..pix.","Spher..pix.","CompCorr..pix.","SpherCorr..pix.","Comp..unit.","Spher..unit.","CompDiscrete","Ell_MajRad","Ell_Elon","Ell_Flatness","volEllipsoid..unit.","RatioVolEllipsoid","DCMin..unit.","DCMax..unit.","DCMean..unit.","DCSD..unit.","X"
"1506",1505,"obj1506-val1506",1506,0,664,544,0,159.692082880191,130.832067901843,0,664,544,0,664,544,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1507",1506,"obj1507-val1507",1507,0,666,544,0,160.17308312983,130.832067901843,0,666,544,0,666,544,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1508",1507,"obj1508-val1508",1508,0,681,544,0,163.780585002124,130.832067901843,0,681,544,0,681,544,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1519",1518,"obj1519-val1519",1519,0,657,545,0,158.008582006454,131.072568026663,0,657,545,0,657,545,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1528",1527,"obj1528-val1528",1528,0,651,546,0,156.565581257537,131.313068151482,0,651,546,0,651,546,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1546",1545,"obj1546-val1546",1546,0,660,548,0,158.730082380913,131.794068401122,0,660,548,0,660,548,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1547",1546,"obj1547-val1547",1547,0,665,548,0,159.932583005011,131.794068401122,0,665,548,0,665,548,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1554",1553,"obj1554-val1554",1554,0,659,549,0,158.489582256093,132.034568525941,0,659,549,0,659,549,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1555",1554,"obj1555-val1555",1555,0,681,549,0,163.780585002124,132.034568525941,0,681,549,0,681,549,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1565",1564,"obj1565-val1565",1565,0,653,550,0,157.046581507176,132.275068650761,0,653,550,0,653,550,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1566",1565,"obj1566-val1566",1566,0,667,550,0,160.41358325465,132.275068650761,0,667,550,0,667,550,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1567",1566,"obj1567-val1567",1567,0,679,550,0,163.299584752484,132.275068650761,0,679,550,0,679,550,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1577",1576,"obj1577-val1577",1577,0,652,551,0,156.806081382356,132.51556877558,0,652,551,0,652,551,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1578",1577,"obj1578-val1578",1578,0,661,551,0,158.970582505732,132.51556877558,0,661,551,0,661,551,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1579",1578,"obj1579-val1579",1579,0,664,551,0,159.692082880191,132.51556877558,0,664,551,0,664,551,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1580",1579,"obj1580-val1580",1580,0,667,551,0,160.41358325465,132.51556877558,0,667,551,0,667,551,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1588",1587,"obj1588-val1588",1588,0,648,552,0,155.844080883078,132.7560689004,0,648,552,0,648,552,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1589",1588,"obj1589-val1589",1589,0,664,552,0,159.692082880191,132.7560689004,0,664,552,0,664,552,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1590",1589,"obj1590-val1590",1590,0,670,552,0,161.135083629108,132.7560689004,0,670,552,0,670,552,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1602",1601,"obj1602-val1602",1602,0,684,553,0,164.502085376582,132.996569025219,0,684,553,0,684,553,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1603",1602,"obj1603-val1603",1603,0,685,553,0,164.742585501402,132.996569025219,0,685,553,0,685,553,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1605",1604,"obj1605-val1605",1605,0,659,554,0,158.489582256093,133.237069150039,0,659,554,0,659,554,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1606",1605,"obj1606-val1606",1606,0,661,554,0,158.970582505732,133.237069150039,0,661,554,0,661,554,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1607",1606,"obj1607-val1607",1607,0,675,554,0,162.337584253206,133.237069150039,0,675,554,0,675,554,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1608",1607,"obj1608-val1608",1608,0,683,554,0,164.261585251763,133.237069150039,0,683,554,0,683,554,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1609",1608,"obj1609-val1609",1609,0,686,554,0,164.983085626221,133.237069150039,0,686,554,0,686,554,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1617",1616,"obj1617-val1617",1617,0,648,555,0,155.844080883078,133.477569274858,0,648,555,0,648,555,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1618",1617,"obj1618-val1618",1618,0,658,555,0,158.249082131274,133.477569274858,0,658,555,0,658,555,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1619",1618,"obj1619-val1619",1619,0,663,555,0,159.451582755371,133.477569274858,0,663,555,0,663,555,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1620",1619,"obj1620-val1620",1620,0,682,555,0,164.021085126943,133.477569274858,0,682,555,0,682,555,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1621",1620,"obj1621-val1621",1621,0,683,555,0,164.261585251763,133.477569274858,0,683,555,0,683,555,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1622",1621,"obj1622-val1622",1622,0,685,555,0,164.742585501402,133.477569274858,0,685,555,0,685,555,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1630",1629,"obj1630-val1630",1630,0,650,556,0,156.325081132717,133.718069399678,0,650,556,0,650,556,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1631",1630,"obj1631-val1631",1631,0,665,556,0,159.932583005011,133.718069399678,0,665,556,0,665,556,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1632",1631,"obj1632-val1632",1632,0,669,556,0,160.894583504289,133.718069399678,0,669,556,0,669,556,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1633",1632,"obj1633-val1633",1633,0,682,556,0,164.021085126943,133.718069399678,0,682,556,0,682,556,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1634",1633,"obj1634-val1634",1634,0,685,556,0,164.742585501402,133.718069399678,0,685,556,0,685,556,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1644",1643,"obj1644-val1644",1644,0,652,557,0,156.806081382356,133.958569524498,0,652,557,0,652,557,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1645",1644,"obj1645-val1645",1645,0,668,557,0,160.654083379469,133.958569524498,0,668,557,0,668,557,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1646",1645,"obj1646-val1646",1646,0,688,557,0,165.464085875861,133.958569524498,0,688,557,0,688,557,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1659",1658,"obj1659-val1659",1659,0,651,558,0,156.565581257537,134.199069649317,0,651,558,0,651,558,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1660",1659,"obj1660-val1660",1660,0,682,558,0,164.021085126943,134.199069649317,0,682,558,0,682,558,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1661",1660,"obj1661-val1661",1661,0,693,558,0,166.666586499958,134.199069649317,0,693,558,0,693,558,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1676",1675,"obj1676-val1676",1676,0,668,559,0,160.654083379469,134.439569774137,0,668,559,0,668,559,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1688",1687,"obj1688-val1688",1688,0,680,560,0,163.540084877304,134.680069898956,0,680,560,0,680,560,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1700",1699,"obj1700-val1700",1700,0,648,561,0,155.844080883078,134.920570023776,0,648,561,0,648,561,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1701",1700,"obj1701-val1701",1701,0,669,561,0,160.894583504289,134.920570023776,0,669,561,0,669,561,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1702",1701,"obj1702-val1702",1702,0,684,561,0,164.502085376582,134.920570023776,0,684,561,0,684,561,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1703",1702,"obj1703-val1703",1703,0,686,561,0,164.983085626221,134.920570023776,0,686,561,0,686,561,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1704",1703,"obj1704-val1704",1704,0,696,561,0,167.388086874417,134.920570023776,0,696,561,0,696,561,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1710",1709,"obj1710-val1710",1710,0,667,562,0,160.41358325465,135.161070148595,0,667,562,0,667,562,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1719",1718,"obj1719-val1719",1719,0,657,563,0,158.008582006454,135.401570273415,0,657,563,0,657,563,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1720",1719,"obj1720-val1720",1720,0,667,563,0,160.41358325465,135.401570273415,0,667,563,0,667,563,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1721",1720,"obj1721-val1721",1721,0,673,563,0,161.856584003567,135.401570273415,0,673,563,0,673,563,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1722",1721,"obj1722-val1722",1722,0,687,563,0,165.223585751041,135.401570273415,0,687,563,0,687,563,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1728",1727,"obj1728-val1728",1728,0,658,564,0,158.249082131274,135.642070398235,0,658,564,0,658,564,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1729",1728,"obj1729-val1729",1729,0,667,564,0,160.41358325465,135.642070398235,0,667,564,0,667,564,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1730",1729,"obj1730-val1730",1730,0,668,564,0,160.654083379469,135.642070398235,0,668,564,0,668,564,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1748",1747,"obj1748-val1748",1748,0,648,565,0,155.844080883078,135.882570523054,0,648,565,0,648,565,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1749",1748,"obj1749-val1749",1749,0,682,565,0,164.021085126943,135.882570523054,0,682,565,0,682,565,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1750",1749,"obj1750-val1750",1750,0,688,565,0,165.464085875861,135.882570523054,0,688,565,0,688,565,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1751",1750,"obj1751-val1751",1751,0,691,565,0,166.185586250319,135.882570523054,0,691,565,0,691,565,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1763",1762,"obj1763-val1763",1763,0,669,566,0,160.894583504289,136.123070647874,0,669,566,0,669,566,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1771",1770,"obj1771-val1771",1771,0,667,567,0,160.41358325465,136.363570772693,0,667,567,0,667,567,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1772",1771,"obj1772-val1772",1772,0,692,567,0,166.426086375139,136.363570772693,0,692,567,0,692,567,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1773",1772,"obj1773-val1773",1773,0,694,567,0,166.907086624778,136.363570772693,0,694,567,0,694,567,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1774",1773,"obj1774-val1774",1774,0,700,567,0,168.350087373695,136.363570772693,0,700,567,0,700,567,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1786",1785,"obj1786-val1786",1786,0,665,569,0,159.932583005011,136.844571022332,0,665,569,0,665,569,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1795",1794,"obj1795-val1795",1795,0,668,570,0,160.654083379469,137.085071147152,0,668,570,0,668,570,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1804",1803,"obj1804-val1804",1804,0,656,571,0,157.768081881634,137.325571271971,0,656,571,0,656,571,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1819",1818,"obj1819-val1819",1819,0,663,573,0,159.451582755371,137.806571521611,0,663,573,0,663,573,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1820",1819,"obj1820-val1820",1820,0,678,573,0,163.059084627665,137.806571521611,0,678,573,0,678,573,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1833",1832,"obj1833-val1833",1833,0,660,575,0,158.730082380913,138.28757177125,0,660,575,0,660,575,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1840",1839,"obj1840-val1840",1840,0,657,576,0,158.008582006454,138.528071896069,0,657,576,0,657,576,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1841",1840,"obj1841-val1841",1841,0,693,576,0,166.666586499958,138.528071896069,0,693,576,0,693,576,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1848",1847,"obj1848-val1848",1848,0,654,577,0,157.287081631995,138.768572020889,0,654,577,0,654,577,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"1849",1848,"obj1849-val1849",1849,0,681,577,0,163.780585002124,138.768572020889,0,681,577,0,681,577,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
