"","Nb","Name","Label","Type","CX..pix.","CY..pix.","CZ..pix.","CX..unit.","CY..unit.","CZ..unit.","Xmin..pix.","Ymin..pix.","Zmin..pix.","Xmax..pix.","Ymax..pix.","Zmax..pix.","VolBounding..pix.","RatioVolbox","Vol..unit.","Vol..pix.","Surf..unit.","Surf..pix.","SurfCorr..pix.","Comp..pix.","Spher..pix.","CompCorr..pix.","SpherCorr..pix.","Comp..unit.","Spher..unit.","CompDiscrete","Ell_MajRad","Ell_Elon","Ell_Flatness","volEllipsoid..unit.","RatioVolEllipsoid","DCMin..unit.","DCMax..unit.","DCMean..unit.","DCSD..unit.","X"
"14179",14178,"obj14179-val14179",14179,0,660,587,3,158.730082380913,141.173573269085,0.721500374458694,660,587,3,660,587,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14180",14179,"obj14180-val14180",14180,0,674,587,3,162.097084128387,141.173573269085,0.721500374458694,674,587,3,674,587,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14181",14180,"obj14181-val14181",14181,0,680,587,3,163.540084877304,141.173573269085,0.721500374458694,680,587,3,680,587,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14182",14181,"obj14182-val14182",14182,0,687,587,3,165.223585751041,141.173573269085,0.721500374458694,687,587,3,687,587,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14183",14182,"obj14183-val14183",14183,0,690,587,3,165.9450861255,141.173573269085,0.721500374458694,690,587,3,690,587,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14193",14192,"obj14193-val14193",14193,0,657,588,3,158.008582006454,141.414073393904,0.721500374458694,657,588,3,657,588,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14194",14193,"obj14194-val14194",14194,0,668,588,3,160.654083379469,141.414073393904,0.721500374458694,668,588,3,668,588,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14195",14194,"obj14195-val14195",14195,0,673,588,3,161.856584003567,141.414073393904,0.721500374458694,673,588,3,673,588,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14196",14195,"obj14196-val14196",14196,0,681,588,3,163.780585002124,141.414073393904,0.721500374458694,681,588,3,681,588,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14197",14196,"obj14197-val14197",14197,0,682,588,3,164.021085126943,141.414073393904,0.721500374458694,682,588,3,682,588,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14206",14205,"obj14206-val14206",14206,0,649,589,3,156.084581007898,141.654573518724,0.721500374458694,649,589,3,649,589,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14207",14206,"obj14207-val14207",14207,0,659,589,3,158.489582256093,141.654573518724,0.721500374458694,659,589,3,659,589,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14208",14207,"obj14208-val14208",14208,0,667,589,3,160.41358325465,141.654573518724,0.721500374458694,667,589,3,667,589,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14209",14208,"obj14209-val14209",14209,0,670,589,3,161.135083629108,141.654573518724,0.721500374458694,670,589,3,670,589,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14210",14209,"obj14210-val14210",14210,0,675,589,3,162.337584253206,141.654573518724,0.721500374458694,675,589,3,675,589,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14211",14210,"obj14211-val14211",14211,0,676,589,3,162.578084378026,141.654573518724,0.721500374458694,676,589,3,676,589,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14212",14211,"obj14212-val14212",14212,0,678,589,3,163.059084627665,141.654573518724,0.721500374458694,678,589,3,678,589,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14213",14212,"obj14213-val14213",14213,0,686,589,3,164.983085626221,141.654573518724,0.721500374458694,686,589,3,686,589,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14214",14213,"obj14214-val14214",14214,0,694,589,3,166.907086624778,141.654573518724,0.721500374458694,694,589,3,694,589,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14222",14221,"obj14222-val14222",14222,0,675,590,3,162.337584253206,141.895073643543,0.721500374458694,675,590,3,675,590,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14223",14222,"obj14223-val14223",14223,0,677,590,3,162.818584502845,141.895073643543,0.721500374458694,677,590,3,677,590,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14224",14223,"obj14224-val14224",14224,0,714,590,3,171.717089121169,141.895073643543,0.721500374458694,714,590,3,714,590,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14231",14230,"obj14231-val14231",14231,0,657,591,3,158.008582006454,142.135573768363,0.721500374458694,657,591,3,657,591,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14232",14231,"obj14232-val14232",14232,0,661,591,3,158.970582505732,142.135573768363,0.721500374458694,661,591,3,661,591,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14233",14232,"obj14233-val14233",14233,0,670,591,3,161.135083629108,142.135573768363,0.721500374458694,670,591,3,670,591,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14234",14233,"obj14234-val14234",14234,0,676,591,3,162.578084378026,142.135573768363,0.721500374458694,676,591,3,676,591,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14235",14234,"obj14235-val14235",14235,0,682,591,3,164.021085126943,142.135573768363,0.721500374458694,682,591,3,682,591,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14236",14235,"obj14236-val14236",14236,0,712,591,3,171.23608887153,142.135573768363,0.721500374458694,712,591,3,712,591,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14245",14244,"obj14245-val14245",14245,0,653,592,3,157.046581507176,142.376073893182,0.721500374458694,653,592,3,653,592,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14246",14245,"obj14246-val14246",14246,0,665,592,3,159.932583005011,142.376073893182,0.721500374458694,665,592,3,665,592,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14247",14246,"obj14247-val14247",14247,0,675,592,3,162.337584253206,142.376073893182,0.721500374458694,675,592,3,675,592,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14248",14247,"obj14248-val14248",14248,0,676,592,3,162.578084378026,142.376073893182,0.721500374458694,676,592,3,676,592,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14249",14248,"obj14249-val14249",14249,0,692,592,3,166.426086375139,142.376073893182,0.721500374458694,692,592,3,692,592,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14250",14249,"obj14250-val14250",14250,0,701,592,3,168.590587498515,142.376073893182,0.721500374458694,701,592,3,701,592,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14261",14260,"obj14261-val14261",14261,0,670,593,3,161.135083629108,142.616574018002,0.721500374458694,670,593,3,670,593,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14262",14261,"obj14262-val14262",14262,0,680,593,3,163.540084877304,142.616574018002,0.721500374458694,680,593,3,680,593,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14269",14268,"obj14269-val14269",14269,0,664,594,3,159.692082880191,142.857074142821,0.721500374458694,664,594,3,664,594,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14270",14269,"obj14270-val14270",14270,0,677,594,3,162.818584502845,142.857074142821,0.721500374458694,677,594,3,677,594,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14279",14278,"obj14279-val14279",14279,0,658,595,3,158.249082131274,143.097574267641,0.721500374458694,658,595,3,658,595,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14280",14279,"obj14280-val14280",14280,0,666,595,3,160.17308312983,143.097574267641,0.721500374458694,666,595,3,666,595,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14281",14280,"obj14281-val14281",14281,0,667,595,3,160.41358325465,143.097574267641,0.721500374458694,667,595,3,667,595,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14282",14281,"obj14282-val14282",14282,0,677,595,3,162.818584502845,143.097574267641,0.721500374458694,677,595,3,677,595,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14283",14282,"obj14283-val14283",14283,0,680,595,3,163.540084877304,143.097574267641,0.721500374458694,680,595,3,680,595,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14290",14289,"obj14290-val14290",14290,0,669,596,3,160.894583504289,143.338074392461,0.721500374458694,669,596,3,669,596,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14291",14290,"obj14291-val14291",14291,0,670,596,3,161.135083629108,143.338074392461,0.721500374458694,670,596,3,670,596,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14292",14291,"obj14292-val14292",14292,0,689,596,3,165.70458600068,143.338074392461,0.721500374458694,689,596,3,689,596,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14293",14292,"obj14293-val14293",14293,0,706,596,3,169.793088122613,143.338074392461,0.721500374458694,706,596,3,706,596,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14305",14304,"obj14305-val14305",14305,0,656,597,3,157.768081881634,143.57857451728,0.721500374458694,656,597,3,656,597,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14306",14305,"obj14306-val14306",14306,0,669,597,3,160.894583504289,143.57857451728,0.721500374458694,669,597,3,669,597,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14307",14306,"obj14307-val14307",14307,0,682,597,3,164.021085126943,143.57857451728,0.721500374458694,682,597,3,682,597,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14308",14307,"obj14308-val14308",14308,0,700,597,3,168.350087373695,143.57857451728,0.721500374458694,700,597,3,700,597,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14309",14308,"obj14309-val14309",14309,0,703,597,3,169.071587748154,143.57857451728,0.721500374458694,703,597,3,703,597,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14322",14321,"obj14322-val14322",14322,0,653,598,3,157.046581507176,143.8190746421,0.721500374458694,653,598,3,653,598,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14323",14322,"obj14323-val14323",14323,0,672,598,3,161.616083878748,143.8190746421,0.721500374458694,672,598,3,672,598,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14335",14334,"obj14335-val14335",14335,0,674,599,3,162.097084128387,144.059574766919,0.721500374458694,674,599,3,674,599,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14336",14335,"obj14336-val14336",14336,0,685,599,3,164.742585501402,144.059574766919,0.721500374458694,685,599,3,685,599,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14337",14336,"obj14337-val14337",14337,0,690,599,3,165.9450861255,144.059574766919,0.721500374458694,690,599,3,690,599,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14343",14342,"obj14343-val14343",14343,0,665,600,3,159.932583005011,144.300074891739,0.721500374458694,665,600,3,665,600,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14344",14343,"obj14344-val14344",14344,0,666,600,3,160.17308312983,144.300074891739,0.721500374458694,666,600,3,666,600,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14345",14344,"obj14345-val14345",14345,0,667,600,3,160.41358325465,144.300074891739,0.721500374458694,667,600,3,667,600,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14346",14345,"obj14346-val14346",14346,0,669,600,3,160.894583504289,144.300074891739,0.721500374458694,669,600,3,669,600,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14347",14346,"obj14347-val14347",14347,0,671,600,3,161.375583753928,144.300074891739,0.721500374458694,671,600,3,671,600,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14348",14347,"obj14348-val14348",14348,0,674,600,3,162.097084128387,144.300074891739,0.721500374458694,674,600,3,674,600,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14349",14348,"obj14349-val14349",14349,0,683,600,3,164.261585251763,144.300074891739,0.721500374458694,683,600,3,683,600,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14356",14355,"obj14356-val14356",14356,0,656,601,3,157.768081881634,144.540575016558,0.721500374458694,656,601,3,656,601,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14357",14356,"obj14357-val14357",14357,0,667,601,3,160.41358325465,144.540575016558,0.721500374458694,667,601,3,667,601,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14358",14357,"obj14358-val14358",14358,0,674,601,3,162.097084128387,144.540575016558,0.721500374458694,674,601,3,674,601,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14359",14358,"obj14359-val14359",14359,0,675,601,3,162.337584253206,144.540575016558,0.721500374458694,675,601,3,675,601,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14360",14359,"obj14360-val14360",14360,0,698,601,3,167.869087124056,144.540575016558,0.721500374458694,698,601,3,698,601,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14361",14360,"obj14361-val14361",14361,0,702,601,3,168.831087623334,144.540575016558,0.721500374458694,702,601,3,702,601,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14369",14368,"obj14369-val14369",14369,0,671,602,3,161.375583753928,144.781075141378,0.721500374458694,671,602,3,671,602,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14370",14369,"obj14370-val14370",14370,0,672,602,3,161.616083878748,144.781075141378,0.721500374458694,672,602,3,672,602,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14371",14370,"obj14371-val14371",14371,0,673,602,3,161.856584003567,144.781075141378,0.721500374458694,673,602,3,673,602,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14372",14371,"obj14372-val14372",14372,0,674,602,3,162.097084128387,144.781075141378,0.721500374458694,674,602,3,674,602,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14381",14380,"obj14381-val14381",14381,0,663,603,3,159.451582755371,145.021575266198,0.721500374458694,663,603,3,663,603,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14382",14381,"obj14382-val14382",14382,0,666,603,3,160.17308312983,145.021575266198,0.721500374458694,666,603,3,666,603,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14383",14382,"obj14383-val14383",14383,0,667,603,3,160.41358325465,145.021575266198,0.721500374458694,667,603,3,667,603,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14384",14383,"obj14384-val14384",14384,0,669,603,3,160.894583504289,145.021575266198,0.721500374458694,669,603,3,669,603,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14385",14384,"obj14385-val14385",14385,0,673,603,3,161.856584003567,145.021575266198,0.721500374458694,673,603,3,673,603,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14386",14385,"obj14386-val14386",14386,0,677,603,3,162.818584502845,145.021575266198,0.721500374458694,677,603,3,677,603,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14387",14386,"obj14387-val14387",14387,0,699,603,3,168.109587248876,145.021575266198,0.721500374458694,699,603,3,699,603,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14391",14390,"obj14391-val14391",14391,0,667,604,3,160.41358325465,145.262075391017,0.721500374458694,667,604,3,667,604,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14392",14391,"obj14392-val14392",14392,0,678,604,3,163.059084627665,145.262075391017,0.721500374458694,678,604,3,678,604,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14393",14392,"obj14393-val14393",14393,0,683,604,3,164.261585251763,145.262075391017,0.721500374458694,683,604,3,683,604,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14397",14396,"obj14397-val14397",14397,0,681,605,3,163.780585002124,145.502575515837,0.721500374458694,681,605,3,681,605,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"14406",14405,"obj14406-val14406",14406,0,668,606,3,160.654083379469,145.743075640656,0.721500374458694,668,606,3,668,606,3,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
